,X,DATE,CRASH_TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
195,12519,1/8/15,620,BROOKLYN,11207,40.6569792,-73.8894182,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
196,12520,1/8/15,620,MANHATTAN,10002,40.7152095,-73.9842579,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
197,12521,1/8/15,625,QUEENS,11432,40.7072929,-73.8042346,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
198,12522,1/8/15,630,MANHATTAN,10017,40.7507747,-73.9765366,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
375,12699,1/8/15,630,QUEENS,11378,40.726412,-73.9060291,0,0,0,0,0,0,0,0,Glare,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
376,12700,1/8/15,630,MANHATTAN,10024,40.7889594,-73.9759417,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
374,12698,1/8/15,631,MANHATTAN,10128,40.7832478,-73.9447234,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
199,12523,1/8/15,635,BROOKLYN,11235,40.5865521,-73.9661677,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
200,12524,1/8/15,635,NA,NA,40.7254507,-73.8377671,1,0,0,0,0,0,1,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
201,12525,1/8/15,638,MANHATTAN,10036,40.7634301,-73.9927008,0,0,0,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
202,12526,1/8/15,640,QUEENS,11362,40.7678648,-73.7381752,1,0,0,0,0,0,1,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
203,12527,1/8/15,642,BROOKLYN,11212,40.6547385,-73.9069229,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
204,12528,1/8/15,645,BROOKLYN,11205,40.6992956,-73.9542923,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
205,12529,1/8/15,645,MANHATTAN,10026,40.7974839,-73.9487856,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
206,12530,1/8/15,645,QUEENS,11355,40.7606645,-73.8139973,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
207,12531,1/8/15,650,MANHATTAN,10024,40.7831465,-73.978327,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
208,12532,1/8/15,654,BROOKLYN,11234,40.6197521,-73.9159014,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
209,12533,1/8/15,654,MANHATTAN,10039,40.8248126,-73.9367868,0,0,0,0,0,0,0,0,Turning Improperly,VAN,0,0,0,-60,-132,64,310
210,12534,1/8/15,660,NA,NA,40.7482265,-73.7597778,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
211,12535,1/8/15,660,BROOKLYN,11207,40.6731495,-73.8961904,2,0,0,0,0,0,2,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
254,12578,1/8/15,660,NA,NA,40.7363917,-73.9097123,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
500,12824,1/8/15,660,STATEN ISLAND,10301,40.6395282,-74.0764488,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
212,12536,1/8/15,664,MANHATTAN,10028,40.7759287,-73.9471233,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
213,12537,1/8/15,665,BROOKLYN,11215,40.6627999,-73.9783481,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
214,12538,1/8/15,665,BROOKLYN,11213,40.6767452,-73.9331525,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,VAN,0,0,0,-60,-132,64,310
215,12539,1/8/15,667,QUEENS,11361,40.7598682,-73.7711488,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
216,12540,1/8/15,670,MANHATTAN,10016,40.747009,-73.9771875,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
217,12541,1/8/15,675,MANHATTAN,10075,40.7707099,-73.9509327,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
218,12542,1/8/15,680,QUEENS,11104,40.7488173,-73.9128115,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
219,12543,1/8/15,685,BROOKLYN,11209,40.6153293,-74.0315128,0,0,0,0,0,0,0,0,Turning Improperly,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
220,12544,1/8/15,690,BROOKLYN,11207,40.6541418,-73.8873109,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
221,12545,1/8/15,690,BROOKLYN,11222,40.7339885,-73.9522587,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
222,12546,1/8/15,694,BROOKLYN,11205,40.6980036,-73.974788,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
223,12547,1/8/15,695,MANHATTAN,10022,40.7606005,-73.9643142,0,0,0,0,0,0,0,0,Lost Consciousness,PICK-UP TRUCK,0,0,0,-60,-132,64,310
224,12548,1/8/15,700,MANHATTAN,10021,40.765868,-73.9574126,0,0,0,0,0,0,0,0,Prescription Medication,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
225,12549,1/8/15,700,MANHATTAN,10029,40.7923473,-73.9525238,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
226,12550,1/8/15,700,NA,NA,40.7590201,-73.8534879,1,0,0,0,0,0,1,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
227,12551,1/8/15,704,MANHATTAN,10027,40.8077723,-73.9454833,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
228,12552,1/8/15,705,MANHATTAN,10023,40.7811953,-73.9797467,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
229,12553,1/8/15,705,MANHATTAN,10032,40.8401945,-73.9430642,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
230,12554,1/8/15,705,QUEENS,11106,40.7545492,-73.9302988,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
231,12555,1/8/15,710,BRONX,10467,40.8632126,-73.8674232,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
232,12556,1/8/15,710,MANHATTAN,10024,40.7833397,-73.9707584,0,0,0,0,0,0,0,0,Fatigued/Drowsy,TAXI,0,0,0,-60,-132,64,310
233,12557,1/8/15,712,NA,NA,40.7601349,-73.956961,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
234,12558,1/8/15,713,MANHATTAN,10011,40.7428308,-74.0076975,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
236,12560,1/8/15,719,QUEENS,11416,40.6832896,-73.8561746,0,0,0,0,0,0,0,0,Outside Car Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
237,12561,1/8/15,720,BRONX,10465,40.8782895,-73.8700582,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
238,12562,1/8/15,720,BROOKLYN,11225,40.6556338,-73.9598617,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
239,12563,1/8/15,720,MANHATTAN,10013,40.7223853,-74.0037664,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
240,12564,1/8/15,720,MANHATTAN,10021,40.7688057,-73.9523204,0,0,0,0,0,0,0,0,Driver Inexperience,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
241,12565,1/8/15,720,QUEENS,11355,40.757518,-73.8185686,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
242,12566,1/8/15,720,NA,NA,40.7670058,-73.8866209,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
243,12567,1/8/15,720,BROOKLYN,11205,40.6950048,-73.9524886,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
244,12568,1/8/15,734,BROOKLYN,11215,40.6662946,-73.9820778,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
245,12569,1/8/15,740,BROOKLYN,11203,40.6516464,-73.9323235,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
246,12570,1/8/15,740,MANHATTAN,10009,40.7242673,-73.9848366,0,0,0,0,0,0,0,0,Unspecified,MOTORCYCLE,0,0,0,-60,-132,64,310
247,12571,1/8/15,740,BRONX,10467,40.8822201,-73.8804583,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
248,12572,1/8/15,745,BROOKLYN,11209,40.6272436,-74.0235569,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
249,12573,1/8/15,745,BROOKLYN,11209,40.6227987,-74.0283499,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
255,12579,1/8/15,745,BROOKLYN,11229,40.6004284,-73.9418895,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
256,12580,1/8/15,750,BRONX,10468,40.8627551,-73.9010787,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
259,12583,1/8/15,750,BROOKLYN,11204,40.6219951,-73.9949208,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
260,12584,1/8/15,750,BROOKLYN,11225,40.6661388,-73.9480682,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
261,12585,1/8/15,750,MANHATTAN,10022,40.7564966,-73.972362,0,0,0,0,0,0,0,0,Turning Improperly,TAXI,0,0,0,-60,-132,64,310
262,12586,1/8/15,750,MANHATTAN,10027,40.8077723,-73.9454833,0,0,0,0,0,0,0,0,Driver Inexperience,VAN,0,0,0,-60,-132,64,310
263,12587,1/8/15,750,QUEENS,11377,40.7464286,-73.8954194,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
264,12588,1/8/15,750,STATEN ISLAND,10304,40.6076902,-74.0894424,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
265,12589,1/8/15,750,QUEENS,11357,40.7840499,-73.7947323,1,0,0,0,0,0,1,0,Unspecified,PICK-UP TRUCK,0,0,0,-60,-132,64,310
266,12590,1/8/15,755,BRONX,10467,40.8802593,-73.8767805,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
267,12591,1/8/15,760,BROOKLYN,11218,40.6385255,-73.9813034,0,0,0,0,0,0,0,0,Lost Consciousness,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
268,12592,1/8/15,760,BROOKLYN,11222,40.7283122,-73.9590097,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,0,0,0,-60,-132,64,310
269,12593,1/8/15,761,MANHATTAN,10075,40.773642,-73.9598555,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
270,12594,1/8/15,763,QUEENS,11358,40.7627033,-73.788275,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
271,12595,1/8/15,764,BROOKLYN,11223,40.5961924,-73.9803574,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
272,12596,1/8/15,765,BROOKLYN,11203,40.6542782,-73.9229145,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
273,12597,1/8/15,768,BROOKLYN,11206,40.7019617,-73.9440046,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
274,12598,1/8/15,768,BRONX,10473,40.8230819,-73.8672069,3,0,0,0,0,0,3,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
275,12599,1/8/15,770,BROOKLYN,11213,40.6778626,-73.9386241,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
276,12600,1/8/15,770,BROOKLYN,11220,40.6394811,-74.0161675,0,0,0,0,0,0,0,0,Lost Consciousness,VAN,0,0,0,-60,-132,64,310
277,12601,1/8/15,770,QUEENS,11372,40.7563391,-73.8779302,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
278,12602,1/8/15,775,BRONX,10461,40.8397971,-73.8430643,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
279,12603,1/8/15,780,BROOKLYN,11204,40.6289932,-73.9836369,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
280,12604,1/8/15,60,MANHATTAN,10014,40.7346598,-74.0047486,0,0,0,0,0,0,0,0,Illness,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
281,12605,1/8/15,60,QUEENS,11411,40.6950665,-73.7398783,0,0,0,0,0,0,0,0,Backing Unsafely,OTHER,0,0,0,-60,-132,64,310
283,12607,1/8/15,60,NA,NA,40.8637077,-73.8720616,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
284,12608,1/8/15,61,BRONX,10463,40.877458,-73.9071934,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
285,12609,1/8/15,65,BRONX,10458,40.8587638,-73.8973575,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
286,12610,1/8/15,67,QUEENS,11422,40.6735712,-73.7335235,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
287,12611,1/8/15,68,BROOKLYN,11207,40.6759124,-73.8949099,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
288,12612,1/8/15,70,NA,NA,40.7644363,-73.7226787,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
290,12614,1/8/15,75,MANHATTAN,10075,40.7742834,-73.9572953,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
377,12701,1/8/15,80,NA,NA,40.789528,-73.820422,1,0,0,0,0,0,1,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
370,12694,1/8/15,90,QUEENS,11375,40.724587,-73.8515613,0,0,0,0,0,0,0,0,Lost Consciousness,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
371,12695,1/8/15,90,MANHATTAN,10065,40.763547,-73.9693376,0,0,0,0,0,0,0,0,Other Vehicular,SMALL COM VEH(4 TIRES),0,0,0,-60,-132,64,310
372,12696,1/8/15,90,MANHATTAN,10004,40.7050295,-74.0133268,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
373,12697,1/8/15,90,BROOKLYN,11207,40.6541418,-73.8873109,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
81,12405,1/8/15,92,BRONX,10463,40.8856586,-73.9099811,1,0,1,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
369,12693,1/8/15,94,BRONX,10467,40.8585032,-73.8678194,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
378,12702,1/8/15,94,MANHATTAN,10040,40.8606413,-73.9307696,0,0,0,0,0,0,0,0,Driver Inexperience,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
379,12703,1/8/15,95,BROOKLYN,11219,40.6340467,-73.9859631,0,0,0,0,0,0,0,0,Other Electronic Device,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
380,12704,1/8/15,105,BROOKLYN,11222,40.7208289,-73.93813,0,0,0,0,0,0,0,0,Fatigued/Drowsy,OTHER,0,0,0,-60,-132,64,310
381,12705,1/8/15,108,MANHATTAN,10018,40.7528926,-73.9873096,0,0,0,0,0,0,0,0,Other Electronic Device,VAN,0,0,0,-60,-132,64,310
382,12706,1/8/15,110,BRONX,10473,40.8240177,-73.8491933,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
383,12707,1/8/15,110,BROOKLYN,11230,40.6231047,-73.9580873,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
384,12708,1/8/15,110,BROOKLYN,11238,40.6808814,-73.9632932,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
385,12709,1/8/15,111,BROOKLYN,11234,40.5965113,-73.9078755,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
368,12692,1/8/15,118,MANHATTAN,10033,40.8455203,-73.9346852,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
367,12691,1/8/15,120,QUEENS,11377,40.7402725,-73.8958512,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
386,12710,1/8/15,120,MANHATTAN,10021,40.7724634,-73.964936,0,0,0,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
387,12711,1/8/15,120,MANHATTAN,10035,40.8040657,-73.9326634,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
388,12712,1/8/15,120,MANHATTAN,10035,40.8062963,-73.9360169,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
389,12713,1/8/15,120,QUEENS,11370,40.7578769,-73.8838976,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
406,12730,1/8/15,120,BROOKLYN,11218,40.6471826,-73.9813298,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
390,12714,1/8/15,121,QUEENS,11385,40.6914356,-73.8906231,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
391,12715,1/8/15,122,NA,NA,40.7097865,-73.8204183,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
392,12716,1/8/15,125,QUEENS,11375,40.7118249,-73.8361153,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
501,12825,1/8/15,127,MANHATTAN,10036,40.7567703,-73.9827104,1,0,1,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
393,12717,1/8/15,130,BROOKLYN,11228,40.6282059,-74.0128576,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
394,12718,1/8/15,135,QUEENS,11105,40.773367,-73.9067896,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
395,12719,1/8/15,139,QUEENS,11372,40.7561462,-73.8797894,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
396,12720,1/8/15,139,BROOKLYN,11214,40.6080022,-74.0017179,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,VAN,0,0,0,-60,-132,64,310
38,12362,1/8/15,140,STATEN ISLAND,10301,40.6474417,-74.0876254,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
39,12363,1/8/15,140,QUEENS,11434,40.6741545,-73.7683966,0,0,0,0,0,0,0,0,Backing Unsafely,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
37,12361,1/8/15,141,MANHATTAN,10022,40.7629131,-73.9697999,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
36,12360,1/8/15,142,BRONX,10463,40.8866437,-73.9096579,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
82,12406,1/8/15,145,NA,NA,40.7014547,-73.9896203,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PICK-UP TRUCK,0,0,0,-60,-132,64,310
35,12359,1/8/15,149,BROOKLYN,11219,40.6343328,-73.9928554,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
33,12357,1/8/15,150,BROOKLYN,11224,40.5763327,-73.9955543,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
34,12358,1/8/15,150,BRONX,10475,40.8859908,-73.827914,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
397,12721,1/8/15,150,BROOKLYN,11229,40.6022694,-73.9460976,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
398,12722,1/8/15,150,QUEENS,11373,40.7457861,-73.8893321,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
407,12731,1/8/15,150,NA,NA,40.5946211,-73.9974189,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
408,12732,1/8/15,155,BROOKLYN,11201,40.6899325,-73.9814728,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
409,12733,1/8/15,160,MANHATTAN,10025,40.7971492,-73.9736525,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
410,12734,1/8/15,160,BROOKLYN,11228,40.6109553,-74.0087664,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
419,12743,1/8/15,163,NA,NA,40.6833892,-74.0016703,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
420,12744,1/8/15,165,BROOKLYN,11208,40.6816856,-73.8715626,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
421,12745,1/8/15,165,BROOKLYN,11224,40.578358,-73.9905035,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
427,12751,1/8/15,165,BROOKLYN,11235,40.5834668,-73.9572913,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
444,12768,1/8/15,170,BRONX,10451,40.8270856,-73.9197369,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
445,12769,1/8/15,170,QUEENS,11101,40.7578101,-73.945831,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
502,12826,1/8/15,171,BROOKLYN,11215,40.6731994,-73.9763223,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
503,12827,1/8/15,171,BROOKLYN,11217,40.6844232,-73.978388,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PICK-UP TRUCK,0,0,0,-60,-132,64,310
456,12780,1/8/15,172,BRONX,10462,40.8466581,-73.8594394,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
457,12781,1/8/15,175,QUEENS,11208,40.6911841,-73.8680573,0,0,0,0,0,0,0,0,Outside Car Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
458,12782,1/8/15,175,QUEENS,11420,40.6659184,-73.8213158,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
476,12800,1/8/15,180,BROOKLYN,11206,40.6989727,-73.957019,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
477,12801,1/8/15,180,MANHATTAN,10007,40.7115348,-74.0104641,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
478,12802,1/8/15,180,MANHATTAN,10011,40.7476892,-74.0041684,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
479,12803,1/8/15,180,QUEENS,11375,40.7232682,-73.8383239,0,0,0,0,0,0,0,0,NA,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
480,12804,1/8/15,180,QUEENS,11412,40.7003074,-73.7659904,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
481,12805,1/8/15,180,STATEN ISLAND,10301,40.6182828,-74.1051867,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
482,12806,1/8/15,180,NA,NA,40.6587052,-73.8548924,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
