,X,DATE,CRASH_TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
89,12413,1/8/15,513,BROOKLYN,11224,40.5772663,-73.9764247,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
88,12412,1/8/15,526,MANHATTAN,10010,40.742089,-73.9849769,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
86,12410,1/8/15,530,MANHATTAN,10065,40.762106,-73.9601368,0,0,0,0,0,0,0,0,Turning Improperly,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
87,12411,1/8/15,530,MANHATTAN,10003,40.7319639,-73.9881543,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
21,12345,1/8/15,540,NA,NA,40.6166956,-73.910261,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
75,12399,1/8/15,540,QUEENS,11411,40.6934961,-73.7349007,1,0,0,0,0,0,1,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
83,12407,1/8/15,540,MANHATTAN,10027,40.8127256,-73.9493013,1,0,1,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
84,12408,1/8/15,540,NA,NA,40.7092662,-73.8700486,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
85,12409,1/8/15,540,BRONX,10460,40.83928,-73.8865998,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
74,12398,1/8/15,548,QUEENS,11101,40.7473346,-73.9550497,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
65,12389,1/8/15,549,STATEN ISLAND,10306,40.5639098,-74.1093624,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
64,12388,1/8/15,550,MANHATTAN,10021,40.7704232,-73.9622113,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
61,12385,1/8/15,555,STATEN ISLAND,10304,40.5910225,-74.1009095,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
62,12386,1/8/15,555,MANHATTAN,10021,40.7723324,-73.9587154,0,0,0,0,0,0,0,0,Turning Improperly,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
63,12387,1/8/15,555,BROOKLYN,11249,40.7062826,-73.9670195,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
60,12384,1/8/15,559,BROOKLYN,11228,40.6097062,-74.0112801,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
59,12383,1/8/15,560,MANHATTAN,10025,40.7978156,-73.9713371,1,0,0,0,0,0,1,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
56,12380,1/8/15,570,QUEENS,11434,40.6709745,-73.7860212,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
57,12381,1/8/15,570,MANHATTAN,10025,40.7985626,-73.963362,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
58,12382,1/8/15,570,MANHATTAN,10001,40.7570213,-74.004927,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
55,12379,1/8/15,580,QUEENS,11378,40.7259197,-73.8953397,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
54,12378,1/8/15,581,MANHATTAN,10016,40.748302,-73.9783384,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,TAXI,0,0,0,-60,-132,64,310
53,12377,1/8/15,582,QUEENS,11411,40.6962166,-73.7435918,2,0,0,0,0,0,2,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
135,12459,1/8/15,587,BROOKLYN,11229,40.6055989,-73.9595748,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
51,12375,1/8/15,590,QUEENS,11354,40.7675006,-73.8330144,0,0,0,0,0,0,0,0,Fatigued/Drowsy,VAN,0,0,0,-60,-132,64,310
52,12376,1/8/15,590,MANHATTAN,10036,40.7573389,-73.986013,0,0,0,0,0,0,0,0,Backing Unsafely,OTHER,0,0,0,-60,-132,64,310
44,12368,1/8/15,596,BROOKLYN,11220,40.6420578,-74.02042,0,0,0,0,0,0,0,0,Prescription Medication,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
50,12374,1/8/15,600,BRONX,10453,40.8486082,-73.9139674,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
472,12796,1/8/15,600,QUEENS,11375,40.7214535,-73.8439779,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
473,12797,1/8/15,600,MANHATTAN,10037,40.8142869,-73.9372447,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
474,12798,1/8/15,600,MANHATTAN,10003,40.7377967,-73.9901235,0,0,0,0,0,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
475,12799,1/8/15,600,BROOKLYN,11201,40.6899325,-73.9814728,0,0,0,0,0,0,0,0,Outside Car Distraction,OTHER,0,0,0,-60,-132,64,310
471,12795,1/8/15,617,MANHATTAN,10011,40.7381292,-74.0020316,1,0,0,0,1,0,0,0,Unspecified,LIVERY VEHICLE,0,0,0,-60,-132,64,310
454,12778,1/8/15,620,QUEENS,11377,40.744756,-73.9105432,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
469,12793,1/8/15,620,BRONX,10455,40.8117763,-73.9095969,2,0,0,0,0,0,2,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
470,12794,1/8/15,620,BROOKLYN,11216,40.6817737,-73.9435997,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,TAXI,0,0,0,-60,-132,64,310
464,12788,1/8/15,630,BROOKLYN,11226,40.643065,-73.9516499,2,0,0,0,0,0,2,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
465,12789,1/8/15,630,STATEN ISLAND,10309,40.5209937,-74.2164158,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
466,12790,1/8/15,630,QUEENS,11370,40.7707127,-73.8909659,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,UNKNOWN,0,0,0,-60,-132,64,310
467,12791,1/8/15,630,QUEENS,11367,40.7300177,-73.8234675,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
468,12792,1/8/15,630,MANHATTAN,10022,40.7554534,-73.9621007,0,0,0,0,0,0,0,0,Backing Unsafely,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
462,12786,1/8/15,635,QUEENS,11691,40.6072019,-73.7544356,0,0,0,0,0,0,0,0,Outside Car Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
463,12787,1/8/15,635,BROOKLYN,11223,40.6076288,-73.9638917,0,0,0,0,0,0,0,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
461,12785,1/8/15,640,QUEENS,11369,40.7696944,-73.8697827,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
460,12784,1/8/15,643,BRONX,10451,40.8120366,-73.9285407,0,0,0,0,0,0,0,0,Backing Unsafely,VAN,0,0,0,-60,-132,64,310
459,12783,1/8/15,650,QUEENS,11385,40.7017462,-73.8808325,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
136,12460,1/8/15,660,BROOKLYN,11235,40.5836992,-73.9425845,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
452,12776,1/8/15,690,QUEENS,11434,40.6666971,-73.7671284,0,0,0,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
451,12775,1/8/15,705,MANHATTAN,10011,40.7428393,-74.0002743,0,0,0,0,0,0,0,0,Oversized Vehicle,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
450,12774,1/8/15,710,MANHATTAN,10128,40.780065,-73.9470478,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
