,X,TIME,DATE,TIME_min,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,VEHICLE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WDF2
187,12511,10:05,1/8/15,605,MANHATTAN,10029,40.7967631,-73.945095,0,0,0,0,0,0,0,0,Unspecified,BUS,0,0,0,-60,-132,64,310
188,12512,10:10,1/8/15,610,BROOKLYN,11204,40.6302824,-73.9781533,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
190,12514,10:10,1/8/15,610,MANHATTAN,10065,40.7646168,-73.9583231,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
191,12515,10:11,1/8/15,611,QUEENS,11417,40.6709913,-73.8443483,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
192,12516,10:15,1/8/15,615,QUEENS,11423,40.7085962,-73.7796821,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
193,12517,10:19,1/8/15,619,QUEENS,11373,40.7427877,-73.882632,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
194,12518,10:20,1/8/15,620,BRONX,10475,40.8819391,-73.836987,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
195,12519,10:20,1/8/15,620,BROOKLYN,11207,40.6569792,-73.8894182,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
196,12520,10:20,1/8/15,620,MANHATTAN,10002,40.7152095,-73.9842579,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
197,12521,10:25,1/8/15,625,QUEENS,11432,40.7072929,-73.8042346,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
198,12522,10:30,1/8/15,630,MANHATTAN,10017,40.7507747,-73.9765366,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
375,12699,10:30,1/8/15,630,QUEENS,11378,40.726412,-73.9060291,0,0,0,0,0,0,0,0,Glare,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
376,12700,10:30,1/8/15,630,MANHATTAN,10024,40.7889594,-73.9759417,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
374,12698,10:31,1/8/15,631,MANHATTAN,10128,40.7832478,-73.9447234,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
199,12523,10:35,1/8/15,635,BROOKLYN,11235,40.5865521,-73.9661677,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
200,12524,10:35,1/8/15,635,NA,NA,40.7254507,-73.8377671,1,0,0,0,0,0,1,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
201,12525,10:38,1/8/15,638,MANHATTAN,10036,40.7634301,-73.9927008,0,0,0,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
202,12526,10:40,1/8/15,640,QUEENS,11362,40.7678648,-73.7381752,1,0,0,0,0,0,1,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
203,12527,10:42,1/8/15,642,BROOKLYN,11212,40.6547385,-73.9069229,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
204,12528,10:45,1/8/15,645,BROOKLYN,11205,40.6992956,-73.9542923,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
205,12529,10:45,1/8/15,645,MANHATTAN,10026,40.7974839,-73.9487856,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
206,12530,10:45,1/8/15,645,QUEENS,11355,40.7606645,-73.8139973,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
207,12531,10:50,1/8/15,650,MANHATTAN,10024,40.7831465,-73.978327,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
208,12532,10:54,1/8/15,654,BROOKLYN,11234,40.6197521,-73.9159014,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
209,12533,10:54,1/8/15,654,MANHATTAN,10039,40.8248126,-73.9367868,0,0,0,0,0,0,0,0,Turning Improperly,VAN,0,0,0,-60,-132,64,310
210,12534,11:00,1/8/15,660,NA,NA,40.7482265,-73.7597778,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
211,12535,11:00,1/8/15,660,BROOKLYN,11207,40.6731495,-73.8961904,2,0,0,0,0,0,2,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
254,12578,11:00,1/8/15,660,NA,NA,40.7363917,-73.9097123,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
500,12824,11:00,1/8/15,660,STATEN ISLAND,10301,40.6395282,-74.0764488,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
212,12536,11:04,1/8/15,664,MANHATTAN,10028,40.7759287,-73.9471233,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
213,12537,11:05,1/8/15,665,BROOKLYN,11215,40.6627999,-73.9783481,0,0,0,0,0,0,0,0,Pavement Slippery,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
214,12538,11:05,1/8/15,665,BROOKLYN,11213,40.6767452,-73.9331525,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,VAN,0,0,0,-60,-132,64,310
215,12539,11:07,1/8/15,667,QUEENS,11361,40.7598682,-73.7711488,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
216,12540,11:10,1/8/15,670,MANHATTAN,10016,40.747009,-73.9771875,0,0,0,0,0,0,0,0,Unspecified,LARGE COM VEH(6 OR MORE TIRES),0,0,0,-60,-132,64,310
217,12541,11:15,1/8/15,675,MANHATTAN,10075,40.7707099,-73.9509327,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
218,12542,11:20,1/8/15,680,QUEENS,11104,40.7488173,-73.9128115,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
219,12543,11:25,1/8/15,685,BROOKLYN,11209,40.6153293,-74.0315128,0,0,0,0,0,0,0,0,Turning Improperly,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
220,12544,11:30,1/8/15,690,BROOKLYN,11207,40.6541418,-73.8873109,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
221,12545,11:30,1/8/15,690,BROOKLYN,11222,40.7339885,-73.9522587,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
222,12546,11:34,1/8/15,694,BROOKLYN,11205,40.6980036,-73.974788,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
223,12547,11:35,1/8/15,695,MANHATTAN,10022,40.7606005,-73.9643142,0,0,0,0,0,0,0,0,Lost Consciousness,PICK-UP TRUCK,0,0,0,-60,-132,64,310
224,12548,11:40,1/8/15,700,MANHATTAN,10021,40.765868,-73.9574126,0,0,0,0,0,0,0,0,Prescription Medication,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
225,12549,11:40,1/8/15,700,MANHATTAN,10029,40.7923473,-73.9525238,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
226,12550,11:40,1/8/15,700,NA,NA,40.7590201,-73.8534879,1,0,0,0,0,0,1,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
227,12551,11:44,1/8/15,704,MANHATTAN,10027,40.8077723,-73.9454833,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
228,12552,11:45,1/8/15,705,MANHATTAN,10023,40.7811953,-73.9797467,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
229,12553,11:45,1/8/15,705,MANHATTAN,10032,40.8401945,-73.9430642,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
230,12554,11:45,1/8/15,705,QUEENS,11106,40.7545492,-73.9302988,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
231,12555,11:50,1/8/15,710,BRONX,10467,40.8632126,-73.8674232,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
232,12556,11:50,1/8/15,710,MANHATTAN,10024,40.7833397,-73.9707584,0,0,0,0,0,0,0,0,Fatigued/Drowsy,TAXI,0,0,0,-60,-132,64,310
233,12557,11:52,1/8/15,712,NA,NA,40.7601349,-73.956961,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
234,12558,11:53,1/8/15,713,MANHATTAN,10011,40.7428308,-74.0076975,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
236,12560,11:59,1/8/15,719,QUEENS,11416,40.6832896,-73.8561746,0,0,0,0,0,0,0,0,Outside Car Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
237,12561,12:00,1/8/15,720,BRONX,10465,40.8782895,-73.8700582,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
238,12562,12:00,1/8/15,720,BROOKLYN,11225,40.6556338,-73.9598617,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
239,12563,12:00,1/8/15,720,MANHATTAN,10013,40.7223853,-74.0037664,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
240,12564,12:00,1/8/15,720,MANHATTAN,10021,40.7688057,-73.9523204,0,0,0,0,0,0,0,0,Driver Inexperience,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
241,12565,12:00,1/8/15,720,QUEENS,11355,40.757518,-73.8185686,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
242,12566,12:00,1/8/15,720,NA,NA,40.7670058,-73.8866209,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
243,12567,12:00,1/8/15,720,BROOKLYN,11205,40.6950048,-73.9524886,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
244,12568,12:14,1/8/15,734,BROOKLYN,11215,40.6662946,-73.9820778,1,0,1,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
245,12569,12:20,1/8/15,740,BROOKLYN,11203,40.6516464,-73.9323235,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
246,12570,12:20,1/8/15,740,MANHATTAN,10009,40.7242673,-73.9848366,0,0,0,0,0,0,0,0,Unspecified,MOTORCYCLE,0,0,0,-60,-132,64,310
247,12571,12:20,1/8/15,740,BRONX,10467,40.8822201,-73.8804583,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
248,12572,12:25,1/8/15,745,BROOKLYN,11209,40.6272436,-74.0235569,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
249,12573,12:25,1/8/15,745,BROOKLYN,11209,40.6227987,-74.0283499,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
255,12579,12:25,1/8/15,745,BROOKLYN,11229,40.6004284,-73.9418895,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
256,12580,12:30,1/8/15,750,BRONX,10468,40.8627551,-73.9010787,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
259,12583,12:30,1/8/15,750,BROOKLYN,11204,40.6219951,-73.9949208,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
260,12584,12:30,1/8/15,750,BROOKLYN,11225,40.6661388,-73.9480682,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
261,12585,12:30,1/8/15,750,MANHATTAN,10022,40.7564966,-73.972362,0,0,0,0,0,0,0,0,Turning Improperly,TAXI,0,0,0,-60,-132,64,310
262,12586,12:30,1/8/15,750,MANHATTAN,10027,40.8077723,-73.9454833,0,0,0,0,0,0,0,0,Driver Inexperience,VAN,0,0,0,-60,-132,64,310
263,12587,12:30,1/8/15,750,QUEENS,11377,40.7464286,-73.8954194,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
264,12588,12:30,1/8/15,750,STATEN ISLAND,10304,40.6076902,-74.0894424,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
265,12589,12:30,1/8/15,750,QUEENS,11357,40.7840499,-73.7947323,1,0,0,0,0,0,1,0,Unspecified,PICK-UP TRUCK,0,0,0,-60,-132,64,310
266,12590,12:35,1/8/15,755,BRONX,10467,40.8802593,-73.8767805,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
267,12591,12:40,1/8/15,760,BROOKLYN,11218,40.6385255,-73.9813034,0,0,0,0,0,0,0,0,Lost Consciousness,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
268,12592,12:40,1/8/15,760,BROOKLYN,11222,40.7283122,-73.9590097,0,0,0,0,0,0,0,0,Unspecified,PICK-UP TRUCK,0,0,0,-60,-132,64,310
269,12593,12:41,1/8/15,761,MANHATTAN,10075,40.773642,-73.9598555,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
270,12594,12:43,1/8/15,763,QUEENS,11358,40.7627033,-73.788275,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
271,12595,12:44,1/8/15,764,BROOKLYN,11223,40.5961924,-73.9803574,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
272,12596,12:45,1/8/15,765,BROOKLYN,11203,40.6542782,-73.9229145,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
273,12597,12:48,1/8/15,768,BROOKLYN,11206,40.7019617,-73.9440046,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
274,12598,12:48,1/8/15,768,BRONX,10473,40.8230819,-73.8672069,3,0,0,0,0,0,3,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
275,12599,12:50,1/8/15,770,BROOKLYN,11213,40.6778626,-73.9386241,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
276,12600,12:50,1/8/15,770,BROOKLYN,11220,40.6394811,-74.0161675,0,0,0,0,0,0,0,0,Lost Consciousness,VAN,0,0,0,-60,-132,64,310
277,12601,12:50,1/8/15,770,QUEENS,11372,40.7563391,-73.8779302,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
278,12602,12:55,1/8/15,775,BRONX,10461,40.8397971,-73.8430643,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
279,12603,13:00,1/8/15,780,BROOKLYN,11204,40.6289932,-73.9836369,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
280,12604,13:00,1/8/15,780,MANHATTAN,10014,40.7346598,-74.0047486,0,0,0,0,0,0,0,0,Illness,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
281,12605,13:00,1/8/15,780,QUEENS,11411,40.6950665,-73.7398783,0,0,0,0,0,0,0,0,Backing Unsafely,OTHER,0,0,0,-60,-132,64,310
283,12607,13:00,1/8/15,780,NA,NA,40.8637077,-73.8720616,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
284,12608,13:01,1/8/15,781,BRONX,10463,40.877458,-73.9071934,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
285,12609,13:05,1/8/15,785,BRONX,10458,40.8587638,-73.8973575,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
286,12610,13:07,1/8/15,787,QUEENS,11422,40.6735712,-73.7335235,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
287,12611,13:08,1/8/15,788,BROOKLYN,11207,40.6759124,-73.8949099,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
288,12612,13:10,1/8/15,790,NA,NA,40.7644363,-73.7226787,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
290,12614,13:15,1/8/15,795,MANHATTAN,10075,40.7742834,-73.9572953,0,0,0,0,0,0,0,0,Other Vehicular,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
377,12701,13:20,1/8/15,800,NA,NA,40.789528,-73.820422,1,0,0,0,0,0,1,0,Traffic Control Disregarded,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
370,12694,13:30,1/8/15,810,QUEENS,11375,40.724587,-73.8515613,0,0,0,0,0,0,0,0,Lost Consciousness,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
371,12695,13:30,1/8/15,810,MANHATTAN,10065,40.763547,-73.9693376,0,0,0,0,0,0,0,0,Other Vehicular,SMALL COM VEH(4 TIRES),0,0,0,-60,-132,64,310
372,12696,13:30,1/8/15,810,MANHATTAN,10004,40.7050295,-74.0133268,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
373,12697,13:30,1/8/15,810,BROOKLYN,11207,40.6541418,-73.8873109,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
81,12405,13:32,1/8/15,812,BRONX,10463,40.8856586,-73.9099811,1,0,1,0,0,0,0,0,Unspecified,UNKNOWN,0,0,0,-60,-132,64,310
369,12693,13:34,1/8/15,814,BRONX,10467,40.8585032,-73.8678194,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
378,12702,13:34,1/8/15,814,MANHATTAN,10040,40.8606413,-73.9307696,0,0,0,0,0,0,0,0,Driver Inexperience,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
379,12703,13:35,1/8/15,815,BROOKLYN,11219,40.6340467,-73.9859631,0,0,0,0,0,0,0,0,Other Electronic Device,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
380,12704,13:45,1/8/15,825,BROOKLYN,11222,40.7208289,-73.93813,0,0,0,0,0,0,0,0,Fatigued/Drowsy,OTHER,0,0,0,-60,-132,64,310
381,12705,13:48,1/8/15,828,MANHATTAN,10018,40.7528926,-73.9873096,0,0,0,0,0,0,0,0,Other Electronic Device,VAN,0,0,0,-60,-132,64,310
382,12706,13:50,1/8/15,830,BRONX,10473,40.8240177,-73.8491933,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
383,12707,13:50,1/8/15,830,BROOKLYN,11230,40.6231047,-73.9580873,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
384,12708,13:50,1/8/15,830,BROOKLYN,11238,40.6808814,-73.9632932,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
385,12709,13:51,1/8/15,831,BROOKLYN,11234,40.5965113,-73.9078755,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
368,12692,13:58,1/8/15,838,MANHATTAN,10033,40.8455203,-73.9346852,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
367,12691,14:00,1/8/15,840,QUEENS,11377,40.7402725,-73.8958512,0,0,0,0,0,0,0,0,Unspecified,TAXI,0,0,0,-60,-132,64,310
386,12710,14:00,1/8/15,840,MANHATTAN,10021,40.7724634,-73.964936,0,0,0,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
387,12711,14:00,1/8/15,840,MANHATTAN,10035,40.8040657,-73.9326634,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
388,12712,14:00,1/8/15,840,MANHATTAN,10035,40.8062963,-73.9360169,0,0,0,0,0,0,0,0,Unspecified,OTHER,0,0,0,-60,-132,64,310
389,12713,14:00,1/8/15,840,QUEENS,11370,40.7578769,-73.8838976,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
406,12730,14:00,1/8/15,840,BROOKLYN,11218,40.6471826,-73.9813298,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
390,12714,14:01,1/8/15,841,QUEENS,11385,40.6914356,-73.8906231,0,0,0,0,0,0,0,0,Fatigued/Drowsy,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
391,12715,14:02,1/8/15,842,NA,NA,40.7097865,-73.8204183,1,0,0,0,0,0,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
392,12716,14:05,1/8/15,845,QUEENS,11375,40.7118249,-73.8361153,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
501,12825,14:07,1/8/15,847,MANHATTAN,10036,40.7567703,-73.9827104,1,0,1,0,0,0,0,0,Other Vehicular,TAXI,0,0,0,-60,-132,64,310
393,12717,14:10,1/8/15,850,BROOKLYN,11228,40.6282059,-74.0128576,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
394,12718,14:15,1/8/15,855,QUEENS,11105,40.773367,-73.9067896,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
395,12719,14:19,1/8/15,859,QUEENS,11372,40.7561462,-73.8797894,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
396,12720,14:19,1/8/15,859,BROOKLYN,11214,40.6080022,-74.0017179,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,VAN,0,0,0,-60,-132,64,310
38,12362,14:20,1/8/15,860,STATEN ISLAND,10301,40.6474417,-74.0876254,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
39,12363,14:20,1/8/15,860,QUEENS,11434,40.6741545,-73.7683966,0,0,0,0,0,0,0,0,Backing Unsafely,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
37,12361,14:21,1/8/15,861,MANHATTAN,10022,40.7629131,-73.9697999,0,0,0,0,0,0,0,0,Other Vehicular,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
36,12360,14:22,1/8/15,862,BRONX,10463,40.8866437,-73.9096579,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
82,12406,14:25,1/8/15,865,NA,NA,40.7014547,-73.9896203,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PICK-UP TRUCK,0,0,0,-60,-132,64,310
35,12359,14:29,1/8/15,869,BROOKLYN,11219,40.6343328,-73.9928554,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
33,12357,14:30,1/8/15,870,BROOKLYN,11224,40.5763327,-73.9955543,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
34,12358,14:30,1/8/15,870,BRONX,10475,40.8859908,-73.827914,0,0,0,0,0,0,0,0,Unspecified,VAN,0,0,0,-60,-132,64,310
397,12721,14:30,1/8/15,870,BROOKLYN,11229,40.6022694,-73.9460976,0,0,0,0,0,0,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0,0,0,-60,-132,64,310
398,12722,14:30,1/8/15,870,QUEENS,11373,40.7457861,-73.8893321,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
407,12731,14:30,1/8/15,870,NA,NA,40.5946211,-73.9974189,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
408,12732,14:35,1/8/15,875,BROOKLYN,11201,40.6899325,-73.9814728,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
409,12733,14:40,1/8/15,880,MANHATTAN,10025,40.7971492,-73.9736525,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
410,12734,14:40,1/8/15,880,BROOKLYN,11228,40.6109553,-74.0087664,1,0,0,0,0,0,1,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
419,12743,14:43,1/8/15,883,NA,NA,40.6833892,-74.0016703,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
420,12744,14:45,1/8/15,885,BROOKLYN,11208,40.6816856,-73.8715626,0,0,0,0,0,0,0,0,Unspecified,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
421,12745,14:45,1/8/15,885,BROOKLYN,11224,40.578358,-73.9905035,0,0,0,0,0,0,0,0,Fatigued/Drowsy,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
427,12751,14:45,1/8/15,885,BROOKLYN,11235,40.5834668,-73.9572913,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0,0,0,-60,-132,64,310
